id,hebrew_year,hebrew_month,hebrew_month_translit,hebrew_day,gregorian_year,gregorian_date,category,subcategory,sequence,occasion_he,occasion_en,detail,parsha,entry_url,page_url,title,description,hebrew_content,pdf_url,audio_url,video_url,scraped_at,last_updated,content_fetched,sources_extracted,processing_status
60,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112854,https://www.mafteiach.app/farbrengen/11112854,Farbrengen 11112854,,,,,,2026-04-19 22:39:15,,0,0,discovered
61,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112855,https://www.mafteiach.app/farbrengen/11112855,Farbrengen 11112855,,,,,,2026-04-19 22:39:15,,0,0,discovered
62,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112856,https://www.mafteiach.app/farbrengen/11112856,Farbrengen 11112856,,,,,,2026-04-19 22:39:15,,0,0,discovered
63,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112857,https://www.mafteiach.app/farbrengen/11112857,Farbrengen 11112857,,,,,,2026-04-19 22:39:15,,0,0,discovered
64,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112858,https://www.mafteiach.app/farbrengen/11112858,Farbrengen 11112858,,,,,,2026-04-19 22:39:15,,0,0,discovered
65,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112859,https://www.mafteiach.app/farbrengen/11112859,Farbrengen 11112859,,,,,,2026-04-19 22:39:15,,0,0,discovered
66,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112860,https://www.mafteiach.app/farbrengen/11112860,Farbrengen 11112860,,,,,,2026-04-19 22:39:15,,0,0,discovered
67,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112861,https://www.mafteiach.app/farbrengen/11112861,Farbrengen 11112861,,,,,,2026-04-19 22:39:15,,0,0,discovered
68,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112862,https://www.mafteiach.app/farbrengen/11112862,Farbrengen 11112862,,,,,,2026-04-19 22:39:15,,0,0,discovered
69,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112863,https://www.mafteiach.app/farbrengen/11112863,Farbrengen 11112863,,,,,,2026-04-19 22:39:15,,0,0,discovered
70,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112864,https://www.mafteiach.app/farbrengen/11112864,Farbrengen 11112864,,,,,,2026-04-19 22:39:15,,0,0,discovered
71,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112865,https://www.mafteiach.app/farbrengen/11112865,Farbrengen 11112865,,,,,,2026-04-19 22:39:15,,0,0,discovered
72,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112866,https://www.mafteiach.app/farbrengen/11112866,Farbrengen 11112866,,,,,,2026-04-19 22:39:15,,0,0,discovered
73,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112867,https://www.mafteiach.app/farbrengen/11112867,Farbrengen 11112867,,,,,,2026-04-19 22:39:15,,0,0,discovered
74,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112868,https://www.mafteiach.app/farbrengen/11112868,Farbrengen 11112868,,,,,,2026-04-19 22:39:15,,0,0,discovered
75,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112869,https://www.mafteiach.app/farbrengen/11112869,Farbrengen 11112869,,,,,,2026-04-19 22:39:15,,0,0,discovered
76,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112870,https://www.mafteiach.app/farbrengen/11112870,Farbrengen 11112870,,,,,,2026-04-19 22:39:15,,0,0,discovered
77,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112871,https://www.mafteiach.app/farbrengen/11112871,Farbrengen 11112871,,,,,,2026-04-19 22:39:15,,0,0,discovered
78,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112872,https://www.mafteiach.app/farbrengen/11112872,Farbrengen 11112872,,,,,,2026-04-19 22:39:15,,0,0,discovered
79,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112873,https://www.mafteiach.app/farbrengen/11112873,Farbrengen 11112873,,,,,,2026-04-19 22:39:15,,0,0,discovered
80,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112874,https://www.mafteiach.app/farbrengen/11112874,Farbrengen 11112874,,,,,,2026-04-19 22:39:15,,0,0,discovered
81,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112875,https://www.mafteiach.app/farbrengen/11112875,Farbrengen 11112875,,,,,,2026-04-19 22:39:15,,0,0,discovered
82,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112876,https://www.mafteiach.app/farbrengen/11112876,Farbrengen 11112876,,,,,,2026-04-19 22:39:15,,0,0,discovered
83,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112877,https://www.mafteiach.app/farbrengen/11112877,Farbrengen 11112877,,,,,,2026-04-19 22:39:15,,0,0,discovered
84,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112878,https://www.mafteiach.app/farbrengen/11112878,Farbrengen 11112878,,,,,,2026-04-19 22:39:15,,0,0,discovered
85,5711,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112879,https://www.mafteiach.app/farbrengen/11112879,Farbrengen 11112879,,,,,,2026-04-19 22:39:15,,0,0,discovered
18,5711,אב,av,,1951,,sichos,,1,תשעה באב,Tisha B'Av,Fast day,,https://www.mafteiach.app/sichos/5711/av/1,https://www.mafteiach.app/sichos/5711/av/1,תשעה באב,Tisha B'Av,,,,,2026-04-19 21:38:28,,0,0,completed
12,5711,אדר,adar,,1951,,sichos,,1,פרשת זכור,Parshas Zachor,Shabbos Zachor,זכור,https://www.mafteiach.app/sichos/5711/adar/1,https://www.mafteiach.app/sichos/5711/adar/1,פרשת זכור,Parshas Zachor,,,,,2026-04-19 21:38:28,,0,0,completed
15,5711,אייר,iyar,,1951,,sichos,,1,ל״ג בעומר,Lag BaOmer,33 Omer,,https://www.mafteiach.app/sichos/5711/iyar/1,https://www.mafteiach.app/sichos/5711/iyar/1,ל״ג בעומר,Lag BaOmer,,,,,2026-04-19 21:38:28,,0,0,completed
19,5711,אלול,elul,,1951,,sichos,,1,ראש חודש אלול,Rosh Chodesh Elul,Start of Elul,,https://www.mafteiach.app/sichos/5711/elul/1,https://www.mafteiach.app/sichos/5711/elul/1,ראש חודש אלול,Rosh Chodesh Elul,,,,,2026-04-19 21:38:28,,0,0,completed
7,5711,חשון,cheshvan,,1950,,sichos,,1,לך לך,Parshas Lech Lecha,Thursday,לך לך,https://www.mafteiach.app/sichos/5711/cheshvan/1,https://www.mafteiach.app/sichos/5711/cheshvan/1,לך לך,Lech Lecha,,,,,2026-04-19 21:38:28,,0,0,completed
8,5711,חשון,cheshvan,,1950,,sichos,,2,חיי שרה,Parshas Chayei Sarah,Shabbos,חיי שרה,https://www.mafteiach.app/sichos/5711/cheshvan/2,https://www.mafteiach.app/sichos/5711/cheshvan/2,חיי שרה,Chayei Sarah,,,,,2026-04-19 21:38:28,,0,0,completed
10,5711,טבת,teves,,1951,,sichos,,1,י׳ טבת,10 Teves,Asara B'Teves,,https://www.mafteiach.app/sichos/5711/teves/1,https://www.mafteiach.app/sichos/5711/teves/1,י׳ טבת,10 Teves,,,,,2026-04-19 21:38:28,,0,0,completed
9,5711,כסלו,kislev,,1950,,sichos,,1,י״ט כסלו,19 Kislev,Yud Tes Kislev,,https://www.mafteiach.app/sichos/5711/kislev/1,https://www.mafteiach.app/sichos/5711/kislev/1,י״ט כסלו,19 Kislev,,,,,2026-04-19 21:38:28,,0,0,completed
13,5711,ניסן,nissan,,1951,,sichos,,1,שבת הגדול,Shabbos HaGadol,Before Pesach,,https://www.mafteiach.app/sichos/5711/nissan/1,https://www.mafteiach.app/sichos/5711/nissan/1,שבת הגדול,Shabbos HaGadol,,,,,2026-04-19 21:38:28,,0,0,completed
14,5711,ניסן,nissan,,1951,,sichos,,2,ערב פסח,Erev Pesach,Erev Pesach,,https://www.mafteiach.app/sichos/5711/nissan/2,https://www.mafteiach.app/sichos/5711/nissan/2,ערב פסח,Erev Pesach,,,,,2026-04-19 21:38:28,,0,0,completed
16,5711,סיון,sivan,,1951,,sichos,,1,שבועות,Shavuos,Yom Tov,,https://www.mafteiach.app/sichos/5711/sivan/1,https://www.mafteiach.app/sichos/5711/sivan/1,שבועות,Shavuos,,,,,2026-04-19 21:38:28,,0,0,completed
11,5711,שבט,shevat,,1951,,sichos,,1,ט׳ שבט,15 Shevat,Tu B'Shevat,,https://www.mafteiach.app/sichos/5711/shevat/1,https://www.mafteiach.app/sichos/5711/shevat/1,ט׳ שבט,15 Shevat,,,,,2026-04-19 21:38:28,,0,0,completed
17,5711,תמוז,tammuz,,1951,,sichos,,1,י״ז בתמוז,17 Tammuz,Fast day,,https://www.mafteiach.app/sichos/5711/tammuz/1,https://www.mafteiach.app/sichos/5711/tammuz/1,י״ז בתמוז,17 Tammuz,,,,,2026-04-19 21:38:28,,0,0,completed
1,5711,תשרי,teshre,,1950,,sichos,,1,"יום א׳ דר״ה, בעת ההליכה לתשליך",Sunday before Rosh Hashana,Tashlich walk,,https://www.mafteiach.app/sichos/5711/teshre/1,https://www.mafteiach.app/sichos/5711/teshre/1,יום א׳ דר״ה,Sunday before RH,,,,,2026-04-19 21:38:28,,0,0,completed
2,5711,תשרי,teshre,,1950,,sichos,,2,ערב יו״כ,Erev Yom Kippur,Erev YK,,https://www.mafteiach.app/sichos/5711/teshre/2,https://www.mafteiach.app/sichos/5711/teshre/2,ערב יו״כ,Erev YK,,,,,2026-04-19 21:38:28,,0,0,completed
3,5711,תשרי,teshre,,1950,,sichos,,3,מוצאי יו״כ,Motzai Yom Kippur,After YK,,https://www.mafteiach.app/sichos/5711/teshre/3,https://www.mafteiach.app/sichos/5711/teshre/3,מוצאי יו״כ,Motzai YK,,,,,2026-04-19 21:38:28,,0,0,completed
4,5711,תשרי,teshre,,1950,,sichos,,4,שבת חוה״מ סוכות,Shabbos Chol Hamoed Sukkos,Chol Hamoed,תשולח,https://www.mafteiach.app/sichos/5711/teshre/4,https://www.mafteiach.app/sichos/5711/teshre/4,שבת חוה״מ סוכות,Shabbos Chol Hamoed,,,,,2026-04-19 21:38:28,,0,0,completed
5,5711,תשרי,teshre,,1950,,sichos,,5,יום שמח״ת,Simchas Torah,Simchas Torah,,https://www.mafteiach.app/sichos/5711/teshre/5,https://www.mafteiach.app/sichos/5711/teshre/5,יום שמח״ת,Simchas Torah,,,,,2026-04-19 21:38:28,,0,0,completed
6,5711,תשרי,teshre,,1950,,sichos,,6,בראשית,Parshas Bereishis,Shabbos Bereishis,בראשית,https://www.mafteiach.app/sichos/5711/teshre/6,https://www.mafteiach.app/sichos/5711/teshre/6,שבת בראשית,Shabbos Bereishis,,,,,2026-04-19 21:38:28,,0,0,completed
188,5712,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112880,https://www.mafteiach.app/farbrengen/11112880,Farbrengen 11112880,,,,,,2026-04-19 22:39:18,,0,0,discovered
189,5712,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112881,https://www.mafteiach.app/farbrengen/11112881,Farbrengen 11112881,,,,,,2026-04-19 22:39:18,,0,0,discovered
190,5712,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112882,https://www.mafteiach.app/farbrengen/11112882,Farbrengen 11112882,,,,,,2026-04-19 22:39:18,,0,0,discovered
191,5712,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112883,https://www.mafteiach.app/farbrengen/11112883,Farbrengen 11112883,,,,,,2026-04-19 22:39:18,,0,0,discovered
192,5712,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112884,https://www.mafteiach.app/farbrengen/11112884,Farbrengen 11112884,,,,,,2026-04-19 22:39:18,,0,0,discovered
193,5712,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112885,https://www.mafteiach.app/farbrengen/11112885,Farbrengen 11112885,,,,,,2026-04-19 22:39:18,,0,0,discovered
194,5712,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112886,https://www.mafteiach.app/farbrengen/11112886,Farbrengen 11112886,,,,,,2026-04-19 22:39:18,,0,0,discovered
195,5712,,,,,,,,,,,,,https://www.mafteiach.app/farbrengen/11112887,https://www.mafteiach.app/farbrengen/11112887,Farbrengen 11112887,,,,,,2026-04-19 22:39:18,,0,0,discovered
